City,Converted,Country,Created Date,Dead Reason,Email Opt Out,Industry,Key Account,Last Status Change,Lead ID,Lead Source,Lead Status at Conversion,LeadRecordType,LS Team Notified,Next_Step__c (Leads),Pardot Conversion Date,Pardot Created Date,Pardot First Activity,Pardot Last Activity,Primary Research Application,Product Category,Record Type ID,SS Team Notified,State/Province,Status,Campaign Membership Count,Pardot Score
Jorethang,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokKUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Padra,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokLUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Vadodara,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokMUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Hyderabad,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokNUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Bengaluru,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokOUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokPUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Visakhapatnam,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokQUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,India,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokRUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Kuantan,FALSE,Malaysia,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokXUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Mexico City,FALSE,Mexico,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokYUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Muntinlupa,FALSE,The Philippines,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokdUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Poland,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokfUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Voronezh,FALSE,Russia,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokgUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Singapore,FALSE,Singapore,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokiUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Madrid,FALSE,Spain,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokjUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Nugegoda,FALSE,Sri Lanka,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAoklUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Stockholm,FALSE,Sweden,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokmUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Istanbul,FALSE,Turkey,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAoknUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Ankara,FALSE,Turkey,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokoUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Sittingbourne,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokqUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Oxford,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokrUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Flintshire,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAoksUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAoktUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Nottingham,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokvUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Oxford,FALSE,United Kingdom,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokwUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Rockville,FALSE,United States,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAokxUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,1,0
West Lafayette,FALSE,United States,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAol6UAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Indiana,Nurturing,1,0
Kalamazoo,FALSE,United States,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAol9UAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Michigan,Nurturing,1,0
Marlborough,FALSE,United States,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAolDUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
Wilmington,FALSE,United States,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAolEUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Delaware,Nurturing,1,0
Tucupita,FALSE,Venezuela,17-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,17-12-2020,00Q5A00001RAolIUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,17-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Basel,FALSE,Switzerland,15-06-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,16-06-2021,00Q6e00001RE1MEEA1,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,15-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,3
Raheen Limerick,FALSE,Ireland,26-03-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,11-05-2021,00Q5A00001RCVKUUA5,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,0
Darlington,FALSE,United Kingdom,26-03-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,11-05-2021,00Q5A00001RCVKbUAP,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,0
Gothenburg,FALSE,Sweden,26-03-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,10-05-2021,00Q5A00001RCVLKUA5,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,1,1
Unknown City,FALSE,Unknown Country,29-03-2021,Other,FALSE,Life Sciences,FALSE,29-03-2021,00Q5A00001RCWIRUA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,29-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,23-10-2020,Other,FALSE,Life Sciences,FALSE,04-11-2020,00Q5A00001RG2zeUAD,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Raleigh,FALSE,United States,18-05-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,15-06-2021,00Q6e00001RDZTvEAP,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,17-05-2021,14-06-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,North Carolina,Disqualified,1,0
Unknown City,FALSE,Mexico,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaReEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,44
Gothenburg,FALSE,Sweden,26-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,26-03-2021,00Q5A00001RCVLEUA5,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,41
Stockholm,FALSE,Sweden,26-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCVLGUA5,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-03-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,44
South San Francisco,FALSE,United States,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTIUA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,11-11-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,40
Parkville Victoria,FALSE,Australia,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTlUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Barcelona,FALSE,Spain,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTmUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,41
Basel,FALSE,Switzerland,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTnUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,41
Thousand Oaks,FALSE,United States,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTqUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,40
Saint Louis,FALSE,United States,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTrUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Missouri,MQL,1,40
Unknown City,FALSE,United States,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTsUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Unknown City,FALSE,United States,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTuUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,12-04-2021,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,42
Incheon,FALSE,South Korea,06-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RCfTvUAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,44
Durham,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaQvEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,North Carolina,MQL,1,44
Unknown City,FALSE,Unknown Country,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaQwEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Unknown City,FALSE,Unknown Country,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaQyEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
La Jolla,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaR0EAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,40
Unknown City,FALSE,Unknown Country,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaR2EAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Seattle,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaR3EAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,MQL,1,40
Unknown City,FALSE,Germany,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRAEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,50
Paris,FALSE,France,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRBEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Tokyo,FALSE,Japan,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRCEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,41
Redwood City,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRDEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,40
Gaithersburg,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRHEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,MQL,1,40
Vancouver,FALSE,Canada,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRIEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,British Columbia,MQL,1,41
Cambridge,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRJEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,MQL,1,40
Osaka,FALSE,Unknown Country,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRLEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,44
Portola Valley,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRQEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,43
Bethesda,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRTEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,MQL,1,41
Unknown City,FALSE,Belgium,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRdEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Houston,FALSE,United States,18-05-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,24-05-2021,00Q6e00001RDaRjEAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,18-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Texas,MQL,1,40
Unknown City,FALSE,India,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJ3UAL,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,46
Unknown City,FALSE,France,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJ7UAL,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,49
Unknown City,FALSE,Bangladesh,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJAUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,46
Unknown City,FALSE,Italy,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJDUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,12-04-2021,28-06-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,60
Unknown City,FALSE,United States,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJEUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,MQL,1,45
Unknown City,FALSE,Portugal,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJGUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,46
Unknown City,FALSE,Canada,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJHUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,45
Unknown City,FALSE,Russia,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJJUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,50
Unknown City,FALSE,United Kingdom,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJKUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,26-05-2021,26-05-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,64
Unknown City,FALSE,India,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJLUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,51
Unknown City,FALSE,Saudi Arabia,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJNUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,51
Huntington Station,FALSE,United States,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-04-2021,00Q5A00001RCiJCUA1,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New York,MQL,2,49
Unknown City,FALSE,Ukraine,08-04-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,18-05-2021,00Q5A00001RCiIqUAL,Webinar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2021,22-04-2021,23-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,46
